05b21f4f3d7b5fb5689feb247fc1095a|Nordwind und Sonne|nordwind und sonne
55cb777f7b9ac9760a70e24b834a9de3|sage mir aktuelles|sage mir aktuelles
84e7f21bede8b958348c7d1b967af7c8|wie ist der aktuelle|wie ist der aktuelle
80af23abeb42a46e12f8ce9403084aca|Aktiviere Wohnzimmer|aktiviere wohnzimmer
80af23abeb42a46e12f8ce9403084aca|Aktiviere Wohnzimmer|aktiviere wohnzimmer
e7eb5f566c92b7323f57163b9d056af5|Erzähl mir ein Märchen|erzähl mir ein märchen
e7eb5f566c92b7323f57163b9d056af5|Erzähl mir ein Märchen|erzähl mir ein märchen
0d94863a2f935a77d51f49b46c70e925|sage mir den aktuellen|sage mir den aktuellen
f38241d8377942674b6ff921e63b1cdc|lies mir die Biebel vor|lies mir die biebel vor
1ba07d2f29284cdea72d99792b5404eb|Des Königs neue Kleider|des königs neue kleider
288aa23a0639ef375687f27ce7d337fb|erzähl mir Herr der Ringe|erzähl mir herr der ringe
12092aa5e2e1c880d04f2e04a60eefdc|lies mir Harry potter vor|lies mir harry potter vor
c9127a698b20a0f87f1d9028d5d26f01|Welche Geschichten hast du|welche geschichten hast du
51d16d5fe9930fbe8dff8f85ba049482|Erzähl mir eine Geschichte|erzähl mir eine geschichte
d026697658dbb74a0c9072d1595f1ba3|Erzähl uns eine Geschichte|erzähl uns eine geschichte
3d8250a99b951dbf81251695e94fa8a1|Die Prinzessin auf der Erbse|die prinzessin auf der erbse
1c8529bbd9d1a4c9d65e9e2a7a9c0259|Wir sind jetzt bei fünfundreßig|wir sind jetzt bei fünfundreßig
6a6a965be1b12a837066425f0b81afb2|Erzähl mir eine gute Geschichte|erzähl mir eine gute geschichte
233d94af9b7fcd01d3847ae10b40f638|Goldlöckchen und die drei Bären|goldlöckchen und die drei bären
efd9542f200f566ad3e2c6bbb2b03945|Der Zähler ist jetzt bei dreißig|der zähler ist jetzt bei dreißig
15ce2d11703c7d439e257f49e6e9bcd9|Automatische Lautstärke aktiviert|automatische lautstärke aktiviert
761a03d3ab575b104fc91e849109f18f|Es ward die Nacht vor Weihnachten|es ward die nacht vor weihnachten
85742e25c72b1473f77d5dca25232a64|Liste die Gute-Nacht-Geschichten auf|liste die gute-nacht-geschichten auf
a36ea64318aca5d4faac03ff8e5ee81c|Aktiviere die automatische Lautstärke|aktiviere die automatische lautstärke
04db2fe95eb6c03e9595a02a20ba8b4f|Welche Gute Nacht Geschichten hast du|welche gute nacht geschichten hast du
0cd9a2c4569872acfca2904a09ea7940|Erzähl mir eine Gute Nacht Geschichte|erzähl mir eine gute nacht geschichte
a84416c2c38c05d906f8956ef2df0967|Schalte die automatische Lautstärke an|schalte die automatische lautstärke an
ad321dd5112be7e0dab301d0a4ae66f0|Endlich gab der Nordwind den Kampf auf.|endlich gab der nordwind den kampf auf.
1018bafc77233e57ac2bbb813321f04a|Deaktiviere die automatische Lautstärke|deaktiviere die automatische lautstärke
25d6b8144a5a5e7c56aff7875faa7b93|Schalte die automatische Lautstärke aus|schalte die automatische lautstärke aus
453812b55aeb198474ba1ad2d12d0970|Stelle die automatische Lautstärke auf an|stelle die automatische lautstärke auf an
a5257831573bb30b2571f074ec32ec24|Lösche die automatische Lautstärkemessung|lösche die automatische lautstärkemessung
9c32ddc6a514302f3f6c675cd145399f|Stelle die automatische Lautstärke auf aus|stelle die automatische lautstärke auf aus
563e705ed7d97f677aa0fd0497674642|Setze die automatische Lautstärke auf aktiv|setze die automatische lautstärke auf aktiv
8d3b5013d26165881e7e05a373816ff3|Die Automatische Lautstärke ist deaktiviert|die automatische lautstärke ist deaktiviert
ac81be7fe20080b0d24983584e2ce01c|Ich habe die automatische Lautstärke aktiviert|ich habe die automatische lautstärke aktiviert
874b711144b9023c2d0ec33e58da2723|Stelle die automatische Lautstärke auf inaktiv|stelle die automatische lautstärke auf inaktiv
87b5000e96b79f468af68ea3fa834ad2|Deaktiviere die automatische Lautstärkemessung|deaktiviere die automatische lautstärkemessung
37d34091732415d3aaf6605a7d0cc4eb|Setze die automatische Lautstärkemessung zurück|setze die automatische lautstärkemessung zurück
e037f7809a1f97185da40d099ba5060d|Ich habe die automatische Lautstärke nun deaktiviert|ich habe die automatische lautstärke nun deaktiviert
c8b2ebacdde0fef8fcebb112034ff0ee|Okay, lass mich sehen, ob ich diese Geschichte habe.|okay, lass mich sehen, ob ich diese geschichte habe.
93bd3d246d0a140f727c2349dd958a2c|Ich habe die automatische Lautstärke nun zurückgesetzt|ich habe die automatische lautstärke nun zurückgesetzt
e50af735555e1d41a6da09048a76138c|Hier sind die Gute Nacht Geschichten aus meiner Bibliothek.|hier sind die gute nacht geschichten aus meiner bibliothek.
fe3cdee6fdb82dde99a6083075c8b09e|Okay, sicher. Hier ist eine große Auswahl aus meiner Bibliothek.|okay, sicher. hier ist eine große auswahl aus meiner bibliothek.
0432d9c80a3eb2cd99232932b9745a7f|Kein Problem, mach es dir bequem während ich eine Geschichte auswähle.|kein problem, mach es dir bequem während ich eine geschichte auswähle.
a4a8bd01cc56e37d0c7388b00abedac5|Da musste der Nordwind zugeben, dass die Sonne von ihnen beiden der Stärkere war.|da musste der nordwind zugeben, dass die sonne von ihnen beiden der stärkere war.
98539d0ba0597897bd1dafa5bd8d8836|Der Nordwind blies mit aller Macht, aber je mehr er blies, desto fester hüllte sich der Wanderer in seinen Mantel ein.|der nordwind blies mit aller macht, aber je mehr er blies, desto fester hüllte sich der wanderer in seinen mantel ein.
14b00bf2aab318bd2af3653b86656fa5|Sie wurden einig, dass derjenige für den Stärkeren gelten sollte, der den Wanderer zwingen würde, seinen Mantel abzunehmen.|sie wurden einig, dass derjenige für den stärkeren gelten sollte, der den wanderer zwingen würde, seinen mantel abzunehmen.
31f088bba381d7c2496219fb78adfa33|Nun erwärmte die Sonne die Luft mit ihren freundlichen Strahlen, und schon nach wenigen Augenblicken zog der Wanderer seinen Mantel aus.|nun erwärmte die sonne die luft mit ihren freundlichen strahlen, und schon nach wenigen augenblicken zog der wanderer seinen mantel aus.
3371f313895693b5d791c4295438faa0|Einst stritten sich Nordwind und Sonne, wer von ihnen beiden wohl der Stärkere wäre, als ein Wanderer, der in einen warmen Mantel gehüllt war, des Weges daherkam.|einst stritten sich nordwind und sonne, wer von ihnen beiden wohl der stärkere wäre, als ein wanderer, der in einen warmen mantel gehüllt war, des weges daherkam.
